hs2	3592383	3606206	RNASEH1
hs2	8818975	8824583	ID2
hs2	18735989	18741946	RDH14
hs2	20096404	20101747	TTC32
hs2	20646835	20649200	RHOB
hs2	25166505	25194963	DNAJC27
hs2	26413504	26467594	HADHA
hs2	26466038	26513336	HADHB
hs2	27440258	27466660	CAD
hs2	27532360	27548547	MPV17
hs2	27587219	27593353	EIF2B4
hs2	27994584	28210954	MRPL33
hs2	31557187	31637581	XDH
hs2	32092878	32264881	DPY30
hs2	32390933	32449448	SLC30A6
hs2	37458774	37480546	C2orf56
hs2	38150330	38294285	FAM82A1
hs2	42560686	42596150	COX7A2L
hs2	44113363	44223144	LRPPRC
hs2	44395108	44471523	PPM1B
hs2	44502599	44548633	SLC3A1
hs2	44543420	44589001	PREPL
hs2	50145643	51259674	NRXN1
hs2	54342540	54532437	ACYP2
hs2	55463731	55496483	MTIF2
hs2	55861400	55921045	PNPT1
hs2	61244360	61276394	PEX13
hs2	63815743	63834331	MDH1
hs2	65297835	65357240	RAB1A
hs2	69622882	69664760	NFU1
hs2	69688532	69901481	AAK1
hs2	70523107	70529222	FAM136A
hs2	71336814	71357369	MCEE
hs2	73114489	73119287	SPR
hs2	73169165	73302747	SFXN5
hs2	73300510	73383849	RAB11FIP5
hs2	73460548	73480149	CCT7
hs2	74153953	74186088	DGUOK
hs2	74425689	74444692	MTHFD2
hs2	74699085	74700449	MRPL53
hs2	74756504	74760472	HTRA2
hs2	75061108	75120486	HK2
hs2	75873909	75917977	MRPL19
hs2	84650647	84687169	SUCLG1
hs2	85788685	85809154	VAMP8
hs2	85884437	85895864	SFTPB
hs2	86333305	86369280	PTCD3
hs2	86371055	86422893	IMMT
hs2	86426580	86440917	MRPL35
hs2	86441116	86565206	REEP1
hs2	88422510	88427635	FABP1
hs2	88991162	89050445	RPIA
hs2	95752952	95815179	MRPS5
hs2	96068469	96082364	FAHD2A
hs2	97747779	97760619	FAHD2B
hs2	98262503	98264846	COX5B
hs2	99215773	99224978	COA5
hs2	99613724	99771427	TSGA10
hs2	99771418	99779620	LIPT1
hs2	99771461	99814089	MRPL30
hs2	105654441	105716418	MRPS9
hs2	106709759	106810795	UXS1
hs2	120124497	120130126	DBI
hs2	136545410	136594750	LCT
hs2	136664247	136743670	DARS
hs2	143635067	143799890	KYNU
hs2	150426148	150444330	MMADHC
hs2	157180944	157198860	NR4A2
hs2	157291802	157470247	GPD2
hs2	170386259	170430385	FASTKD1
hs2	170666591	170681441	METTL5
hs2	171669723	171717661	GAD1
hs2	172640880	172864766	SLC25A12
hs2	172864490	172947158	METAP1D
hs2	173420101	173489823	PDK1
hs2	174937175	175113426	OLA1
hs2	176040986	176049335	ATP5G3
hs2	177134123	177202753	MTX2
hs2	178257372	178408564	AGPS
hs2	190611386	190627953	OSGEPL1
hs2	191054461	191208919	HIBCH
hs2	191745553	191830278	GLS
hs2	198318147	198340032	COQ10B
hs2	198351305	198381461	HSPD1
hs2	198364718	198368181	HSPE1
hs2	198570087	198573113	MARS2
hs2	200820040	200873263	C2orf47
hs2	201450591	201541787	AOX1
hs2	201754050	201768655	NIF3L1
hs2	201936156	201950473	NDUFB3
hs2	202098166	202152434	CASP8
hs2	206986149	207024327	NDUFS1
hs2	207630081	207657233	FASTKD2
hs2	209100951	209130798	IDH1
hs2	211052663	211090215	ACADL
hs2	211342406	211543831	CPS1
hs2	216176540	216214487	ATIC
hs2	216861052	216947678	PECR
hs2	219135115	219211516	PNKD
hs2	219523487	219528166	BCS1L
hs2	219646472	219680016	CYP27A1
hs2	220074490	220083712	ABCB6
hs2	223725652	223809357	ACSL3
hs2	224822121	224832431	MRPL44
hs2	227700297	227863931	RHBDD1
hs2	233470767	233547491	EFHD1
hs2	234600253	234681946	UGT1A6
hs2	240831867	240964819	NDUFA10
hs2	241807896	241819919	AGXT
hs2	242673994	242708231	D2HGDH
hs2	242749920	242758739	NEU4
hs3	3168600	3192563	TRNT1
hs3	3742498	4508965	SUMF1
hs3	4535032	4889524	ITPR1
hs3	9791628	9829903	OGG1
hs3	11831916	11888393	TAMM41
hs3	12625100	12705725	RAF1
hs3	14153580	14166370	CHCHD4
hs3	15083967	15106842	MRPS25
hs3	15296360	15382875	SH3BP5
hs3	16306706	16378822	OXNAD1
hs3	23933151	23988082	NKIRAS1
hs3	25824408	25836025	OXSM
hs3	28283075	28366633	CMC1
hs3	32147181	32210205	GPD1L
hs3	33038112	33138722	GLB1
hs3	38164201	38178733	ACAA1
hs3	38388251	38462839	XYLB
hs3	38537618	38583652	EXOG
hs3	38589548	38691164	SCN5A
hs3	39424839	39438679	SLC25A38
hs3	39508689	39567859	MOBP
hs3	42798669	42846023	HIGD1A
hs3	43731605	43775863	ABHD5
hs3	44379611	44450943	C3orf23
hs3	45429998	45590913	LARS2
hs3	45796942	45838027	SLC6A20
hs3	48334754	48343175	NME6
hs3	48473574	48481866	CCDC51
hs3	48636435	48648409	UQCRC1
hs3	48894369	48936426	SLC25A20
hs3	49057892	49060905	NDUFAF3
hs3	49394609	49396033	GPX1
hs3	49396578	49450431	RHOA
hs3	49454211	49460186	AMT
hs3	49754277	49761384	GMPPB
hs3	50337320	50349812	HYAL1
hs3	50606583	50622366	HEMK1
hs3	52009066	52023213	ACY1
hs3	52232102	52248343	ALAS1
hs3	52321105	52329272	GLYCTK
hs3	52558386	52569070	NT5DC2
hs3	53850387	53880417	CHDH
hs3	57542003	57547684	PDE12
hs3	58291974	58305816	RPP14
hs3	58413357	58419584	PDHB
hs3	63850233	63989138	ATXN7
hs3	63996225	64009658	PSMD6
hs3	66119285	66438530	SLC25A26
hs3	67410884	67705038	SUCLG2
hs3	81538850	81811312	GBE1
hs3	98239976	98312567	CPOX
hs3	100082275	100120283	TOMM70A
hs3	101280706	101285290	RG9MTD1
hs3	111697857	111712210	ABHD10
hs3	112709765	112733907	GTPBP8
hs3	119217379	119243937	TIMMDC1
hs3	119373360	119396301	COX17
hs3	120315156	120321347	NDUFB4
hs3	120347020	120401418	HGD
hs3	120405528	120461840	RABL3
hs3	121150274	121265488	POLQ
hs3	121350246	121379774	HCLS1
hs3	122078438	122102078	CCDC58
hs3	122103023	122131181	FAM162A
hs3	125822412	125916837	ALDH1L1
hs3	126423063	126679249	CHCHD6
hs3	127872297	128127485	EEFSEC
hs3	128598439	128634910	ACAD9
hs3	131181068	131221827	MRPL3
hs3	132276982	132379567	ACAD11
hs3	135969148	136056738	PCCB
hs3	136537489	136574734	SLC35G2
hs3	137980279	138048728	NME9
hs3	138724648	139076065	MRPS22
hs3	140660672	140698775	SLC25A36
hs3	148847371	148891519	HPS3
hs3	152057484	152058779	TMEM14E
hs3	158362067	158410364	GFM1
hs3	170182353	170303863	SLC7A14
hs3	170714137	170744539	SLC2A2
hs3	179065480	179112719	MFN1
hs3	179306073	179322442	MRPL47
hs3	179322478	179345435	NDUFB5
hs3	180701497	180707562	DNAJC19
hs3	182733006	182833863	MCCC1
hs3	183547173	183602721	PARL
hs3	183852826	184402546	EIF2B5
hs3	184907503	184999778	EHHADH
hs3	193310933	193415612	OPA1
hs3	197236654	197300194	BDH1
hs3	197676858	197683481	RPL35A
hs4	666225	668127	ATP5I
hs4	980785	998316	IDUA
hs4	1813206	1857974	LETM1
hs4	2043689	2045697	C4orf48
hs4	6271576	6304992	WFS1
hs4	7060633	7069924	GRPEL1
hs4	8368439	8442450	ACOX3
hs4	16162128	16229033	TAPT1
hs4	17461884	17513857	QDPR
hs4	17578815	17609595	LAP3
hs4	23756664	23905712	PPARGC1A
hs4	39460620	39479273	LIAS
hs4	41258430	41270472	UCHL1
hs4	44680444	44702943	GUF1
hs4	47487305	47595503	ATP10D
hs4	47849257	47916653	NFXL1
hs4	48807229	48863834	OCIAD1
hs4	57829536	57844989	NOA1
hs4	71681499	71705662	GRSF1
hs4	73921797	73935472	COX18
hs4	74979891	75168816	MTHFD2L
hs4	78783674	78882347	MRPL1
hs4	80327508	80329372	GK2
hs4	83955600	83996971	COPS4
hs4	84182689	84206067	COQ2
hs4	84377085	84390888	MRPS18C
hs4	89183315	89205921	PPM1K
hs4	89442136	89444964	PIGY
hs4	96761239	96762625	PDHA2
hs4	99992132	100009952	ADH5
hs4	100257649	100274184	ADH1C
hs4	103552660	103682151	MANBA
hs4	104000592	104021040	BDH2
hs4	106290234	106395238	PPA2
hs4	108910870	108956331	HADH
hs4	109541722	109551568	RPL34
hs4	110481361	110609874	CCDC109B
hs4	128651533	128695448	SLC25A31
hs4	128838960	128887150	MFSD8
hs4	140188034	140223705	NDUFC1
hs4	141480588	141489959	UCP1
hs4	146019084	146050331	ABCE1
hs4	146539415	146581187	MMAA
hs4	152591656	152682175	PET112
hs4	159593277	159630775	ETFDH
hs4	169784921	169931426	CBR4
hs4	170981373	171012850	AADAT
hs4	178351924	178363657	AGA
hs4	185676749	185747972	ACSL1
hs4	186064395	186068434	SLC25A4
hs5	218356	256815	SDHA
hs5	1050499	1112172	SLC12A7
hs5	1201710	1225232	SLC6A19
hs5	1253262	1295184	TERT
hs5	1456595	1524092	LPCAT1
hs5	1798500	1801480	MRPL36
hs5	1801514	1816719	NDUFS6
hs5	7851299	7906138	MTRR
hs5	10250033	10266524	CCT5
hs5	16473147	16617167	FAM134B
hs5	33440802	33469644	TARS
hs5	33986283	34008220	AMACR
hs5	34998206	35048198	AGXT2
hs5	35617946	35814713	SPEF2
hs5	36192694	36242381	NADKD1
hs5	36606457	36688436	SLC1A3
hs5	38475065	38608456	LIFR
hs5	41730167	41870621	OXCT1
hs5	42423879	42721979	GHR
hs5	43602791	43707507	NNT
hs5	44809027	44820530	MRPS30
hs5	52391512	52405893	MOCS2
hs5	52856463	52979168	NDUFS4
hs5	54552073	54603550	DHX29
hs5	57878048	58155213	RAB3C
hs5	60240956	60448853	NDUFAF2
hs5	60628100	60841997	ZSWIM6
hs5	62072704	62073090	ISCA1PL
hs5	65018023	65167553	NLN
hs5	68513587	68525956	MRPS36
hs5	70883115	70954531	MCCC2
hs5	71515236	71616473	MRPS27
hs5	71616194	71656052	PTCD2
hs5	73935848	74018472	HEXB
hs5	74017029	74063196	GFM2
hs5	78073032	78281910	ARSB
hs5	78293438	78531861	DMGDH
hs5	79275584	79287082	MTX3
hs5	80529104	80562216	CKMT2
hs5	80625824	80689998	ACOT12
hs5	85913721	85916779	COX7C
hs5	95087023	95158709	GLRX
hs5	110073837	110100857	SLC25A46
hs5	110831731	110848288	STARD4
hs5	118788138	118878028	HSD17B4
hs5	121187650	121188519	FTMT
hs5	121647049	121799914	SNCAIP
hs5	125877533	125931110	ALDH7A1
hs5	130494720	130507428	HINT1
hs5	130506503	130541119	LYRM7
hs5	131142683	131347936	ACSL6
hs5	131630136	131679899	SLC22A4
hs5	131705444	131731306	SLC22A5
hs5	132202252	132203723	UQCRQ
hs5	133307606	133340824	VDAC1
hs5	134240596	134343649	PCBD2
hs5	135170338	135224326	SLC25A48
hs5	137890571	137911133	HSPA9
hs5	138282409	138629246	SIL1
hs5	140018325	140027370	NDUFA2
hs5	140052758	140071609	HARS
hs5	140071011	140078889	HARS2
hs5	140682196	140683612	SLC25A2
hs5	141303373	141321612	KIAA0141
hs5	144851362	145214932	PRELID2
hs5	145967936	146464347	PPP2R2B
hs5	147405246	147516852	SPINK5
hs5	148724993	148734146	GRPEL2
hs5	149822753	149829319	RPS14
hs5	150694539	150727151	SLC36A2
hs5	154320630	154348971	MRPL22
hs5	157158205	157168456	THG1L
hs5	162930120	162946342	MAT2B
hs5	167913450	167946304	RARS
hs5	174904065	174956745	SFXN1
hs5	175815748	175816772	HIGD2A
hs5	176307870	176326333	HK3
hs5	176728199	176730745	RAB24
hs5	176730775	176733960	PRELID1
hs5	177635498	177659792	AGXT2L2
hs5	179105629	179157926	CANX
hs5	179345911	179499118	RNF130
hs5	179660143	179719099	MAPK9
hs6	3118608	3153812	BPHL
hs6	4115923	4135831	ECI2
hs6	5108653	5261172	LYRM4
hs6	5261584	5771816	FARS2
hs6	10723148	10731362	TMEM14C
hs6	13574826	13612524	SIRT5
hs6	13791020	13814800	CCDC90A
hs6	15523032	15663289	DTNBP1
hs6	16299343	16761722	ATXN1
hs6	18128542	18155305	TPMT
hs6	24403153	24425810	MRS2
hs6	24495080	24537435	ALDH5A1
hs6	24667263	24705293	ACOT13
hs6	30585486	30594172	MRPS18B
hs6	30614816	30620987	C6orf136
hs6	30876019	30894236	VARS2
hs6	31825436	31830683	NEU1
hs6	31938868	31949228	STK19
hs6	32812986	32821755	TAP1
hs6	33172419	33174608	HSD17B8
hs6	33239787	33244287	RPS18
hs6	33540324	33548070	BAK1
hs6	33665345	33679504	MNF1
hs6	35436185	35438562	RPL10A
hs6	35704809	35716856	ARMC12
hs6	36935917	36954074	MTCH1
hs6	39867354	39902290	MOCS1
hs6	41748087	41757879	PRICKLE4
hs6	42174539	42185603	MRPS10
hs6	42928496	42931618	GNMT
hs6	42931608	42946958	PEX6
hs6	43021767	43027544	MRPL2
hs6	43639040	43655545	MRPS18A
hs6	44081194	44095194	MRPL14
hs6	44267391	44281063	AARS2
hs6	46620678	46649356	SLC25A27
hs6	49398073	49430904	MUT
hs6	52761437	52774483	GSTA3
hs6	55299167	55444012	HMGCLL1
hs6	63985856	64029882	LGSN
hs6	70385694	70507003	LMBRD1
hs6	71276620	71299272	C6orf57
hs6	74171301	74218959	MTO1
hs6	74303102	74363878	SLC17A5
hs6	75947391	75960039	COX7A2
hs6	80816364	81055987	BCKDHB
hs6	83920108	84140797	ME1
hs6	84222194	84235423	PRSS35
hs6	88224096	88299735	RARS2
hs6	90277863	90348472	LYRM2
hs6	97337189	97345757	NDUFAF4
hs6	99817276	99842080	COQ3
hs6	106632351	106773666	ATG5
hs6	107018903	107077373	RTN4IP1
hs6	107077453	107116292	QRSL1
hs6	107349407	107372546	C6orf203
hs6	107473761	107780768	PDSS2
hs6	108616098	108847999	LACE1
hs6	109761966	109765122	SMPD2
hs6	110421022	110501207	WASF1
hs6	125596496	125623282	HDDC2
hs6	126102307	126252266	NCOA7
hs6	126277927	126301387	HINT3
hs6	131894284	131905472	ARG1
hs6	136878185	137113656	MAP3K5
hs6	137143717	137235059	PEX7
hs6	143771918	143811753	PEX3
hs6	144416018	144416754	SF3B5
hs6	146864829	146876101	RAB32
hs6	149887410	149912884	C6orf72
hs6	150690028	150727105	IYD
hs6	151186685	151423023	MTHFD1L
hs6	151725989	151773259	RMND1
hs6	151977826	152450754	ESR1
hs6	152442819	152958936	SYNE1
hs6	153308497	153323820	MTRF1L
hs6	155054459	155155192	SCAF8
hs6	155578643	155635627	TFB1M
hs6	158589384	158615020	GTF2H5
hs6	160100096	160183561	SOD2
hs6	160181360	160200144	ACAT2
hs6	160210844	160219468	MRPL18
hs6	163148164	163736524	PACRG
hs6	166778407	166796486	BRP44L
hs6	168693512	168720434	DACT2
hs6	170844205	170862429	PSMB1
hs6	170863390	170881957	TBP
hs7	938415	1015235	COX19
hs7	2273866	2281840	FTSJ2
hs7	2281857	2290781	NUDT1
hs7	2598632	2654368	IQCE
hs7	10971578	10979883	NDUFA4
hs7	16831435	16873057	AGR2
hs7	22852251	22862470	TOMM7
hs7	25159710	25164980	CYCS
hs7	27565061	27702614	HIBADH
hs7	30634297	30673649	GARS
hs7	33053742	33102409	NT5C3
hs7	40174575	40900362	C7orf10
hs7	42956460	42971822	PSMA2
hs7	42971799	42988557	MRPL32
hs7	43906157	43909492	MRPS24
hs7	44102326	44105186	PGAM2
hs7	44111846	44122139	POLM
hs7	44183872	44237769	GCK
hs7	44646171	44748665	OGDH
hs7	45139699	45151646	TBRG4
hs7	50526134	50633154	DDC
hs7	56019486	56067874	GBAS
hs7	56019512	56024192	MRPS17
hs7	56169262	56174269	CHCHD2
hs7	65425671	65447301	GUSB
hs7	65540785	65558545	ASL
hs7	73096601	73097783	DNAJC30
hs7	73150424	73153197	ABHD11
hs7	73275489	73280223	WBSCR28
hs7	73442119	73484237	ELN
hs7	74441226	74490064	WBSCR16
hs7	75528518	75616173	POR
hs7	75677369	75696826	MDH2
hs7	79998891	80308593	CD36
hs7	86974997	87029111	CROT
hs7	87132948	87342611	ABCB1
hs7	87462883	87505672	SLC25A40
hs7	89964537	90020769	GTPBP10
hs7	91500243	91510034	MTERF
hs7	92116334	92157845	PEX1
hs7	95212811	95225828	PDK4
hs7	95749532	95951459	SLC25A13
hs7	96745902	96811075	ACN9
hs7	99014362	99063820	PTCD1
hs7	99046098	99063954	ATP5J2
hs7	99686577	99689823	COPS6
hs7	100882739	100895597	FIS1
hs7	101256605	101272576	MYL10
hs7	102715328	102740205	ARMC10
hs7	102740223	102790007	NAPEPLD
hs7	102937869	102969958	PMPCB
hs7	102984701	103009842	PSMC2
hs7	106685094	106802256	PRKAR2B
hs7	107531415	107572175	DLD
hs7	108110866	108210110	PNPLA8
hs7	110303110	111202573	IMMP2L
hs7	121715701	121784334	AASS
hs7	123177051	123198309	NDUFA5
hs7	127292234	127732661	SND1
hs7	128430811	128462186	CCDC136
hs7	132469629	132766848	CHCHD3
hs7	134212344	134226160	AKR1B10
hs7	134233888	134264592	AKR1B15
hs7	137687070	137802732	AKR1D1
hs7	139024203	139031065	C7orf55
hs7	140372953	140396061	ADCK2
hs7	140390577	140422590	NDUFB2
hs7	140702196	140715028	MRPS33
hs7	141250989	141355044	AGK
hs7	141438121	141487722	SSBP1
hs7	142941186	142967947	GSTK1
hs7	150419341	150447121	GIMAP5
hs7	150725510	150744869	ABCB8
hs7	150773679	150777953	FASTK
hs7	150904923	150924316	ABCF2
hs7	151253210	151574210	PRKAG2
hs8	6565878	6617184	AGPAT5
hs8	9911778	10286401	MSRA
hs8	11700033	11726957	CTSB
hs8	16849678	16859690	FGF20
hs8	17913934	17942494	ASAH1
hs8	22014426	22021992	SFTPC
hs8	22435792	22455538	PDLIM2
hs8	23386318	23432976	SLC25A37
hs8	26240414	26363152	BNIP3L
hs8	29920528	29940723	TMEM66
hs8	30535583	30585443	GSR
hs8	33448856	33457624	DUSP26
hs8	37620111	37637283	PROSC
hs8	38001167	38008783	STAR
hs8	42249142	42263415	VDAC3
hs8	42995556	43057998	HGSNAT
hs8	54958938	55014577	LYPLA1
hs8	55047770	55060461	MRPL15
hs8	57124245	57131357	CHCHD7
hs8	63961112	63998612	TTPA
hs8	65500320	65711318	CYP7B1
hs8	66514694	66546442	ARMC1
hs8	66556124	66683496	MTFR1
hs8	67342420	67383836	ADHFE1
hs8	67955314	67996018	COPS5
hs8	71547553	71581409	LACTB2
hs8	74884672	74895018	TMEM70
hs8	77892494	77913280	PEX2
hs8	80830952	80942524	MRPS28
hs8	87480486	87526586	FAM82B
hs8	90945564	91015456	NBN
hs8	91013633	91064320	DECR1
hs8	94870035	94938294	PDP1
hs8	95907995	96128683	C8orf38
hs8	97238148	97247862	UQCRB
hs8	97251626	97273838	MTERFD1
hs8	99114572	99129469	HRSP12
hs8	100885428	100906290	COX6C
hs8	101928753	101965616	YWHAZ
hs8	103216730	103251346	RRM2B
hs8	103264501	103425069	UBR5
hs8	104410863	104427417	SLC25A32
hs8	105391652	105479281	DPYS
hs8	107282473	107764922	OXR1
hs8	109455830	109499145	TTC35
hs8	121393000	121457642	MRPL13
hs8	125324231	125384933	TMEM65
hs8	125551344	125580751	NDUFB9
hs8	143808621	143818345	C8orf55
hs8	143953772	143961262	CYP11B1
hs8	143991975	143999259	CYP11B2
hs8	144386554	144442149	TOP1MT
hs8	145149930	145152428	CYC1
hs8	145596790	145618457	ADCK5
hs8	145728356	145732557	GPT
hs8	145751117	145754516	C8orf82
hs9	4711155	4742043	AK3
hs9	5357973	5437878	C9orf46
hs9	6532464	6645650	GLDC
hs9	7796490	7888380	C9orf123
hs9	21967751	21995300	CDKN2A
hs9	32384601	32450834	ACO1
hs9	32552997	32573160	NDUFB6
hs9	32972604	33025166	APTX
hs9	34329504	34343709	NUDT2
hs9	34457412	34520982	DNAI1
hs9	35099888	35103154	STOML2
hs9	35812957	35815351	HINT2
hs9	36214438	36277053	GNE
hs9	37422663	37436987	GRHPR
hs9	37582643	37592639	TOMM5
hs9	37879400	37904350	MCART1
hs9	38392661	38398658	ALDH1B1
hs9	71650175	71715094	FXN
hs9	77337411	77503010	TRPM6
hs9	79000433	79009433	RFK
hs9	85857905	86153461	FRMD3
hs9	88879461	88897676	ISCA1
hs9	91933421	91974557	SECISBP2
hs9	93976097	94124195	AUH
hs9	94972489	95056038	IARS
hs9	95858500	95875565	C9orf89
hs9	98997588	99064434	HSD17B3
hs9	104149915	104160896	MRPL50
hs9	104182860	104198105	ALDOB
hs9	107509969	107522403	NIPSNAP3A
hs9	107526438	107539738	NIPSNAP3B
hs9	107543283	107690518	ABCA1
hs9	113006091	113018920	TXN
hs9	115142217	115234690	HSDL2
hs9	116135699	116139279	HDHD3
hs9	116148597	116163613	ALAD
hs9	124894745	124922098	NDUFA8
hs9	125026882	125085743	MRRF
hs9	127115745	127177723	PSMB7
hs9	130475772	130487152	PTRH1
hs9	130556876	130576606	FPGS
hs9	130628759	130640022	AK1
hs9	130830480	130871524	SLC25A25
hs9	130882972	130890741	PTGES2
hs9	130911350	130915734	LCN2
hs9	131084815	131096351	COQ4
hs9	131580753	131584956	ENDOG
hs9	131595221	131644773	CCBL1
hs9	131857073	131873468	CRAT
hs9	133320094	133376661	ASS1
hs9	135136743	135230372	SETX
hs9	135600965	135754164	AK8
hs9	136131053	136150617	ABO
hs9	136218610	136223552	SURF1
hs9	136397286	136440641	ADAMTSL2
hs9	136501482	136524466	DBH
hs9	136528682	136605077	SARDH
hs9	138391830	138396519	MRPS2
hs9	139253932	139258241	DNLZ
hs9	139305110	139318213	PMPCA
hs9	139743176	139745488	PHPT1
hs9	139756571	139760738	EDF1
hs9	140445651	140447007	MRPL41
hs10	1085848	1095110	IDI1
hs10	3179920	3215003	PITRM1
hs10	4934796	5025475	AKR1C1
